#,Be star,_RAJ2000,_DEJ2000,V,Type,vsini,conf_flag,_q_x,Source,_r,RA_ICRS,DE_ICRS,DR3Name,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,epsi,sepsi,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Teff,Pstar,SpType-ELS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,BP-RP,abs_BPmag,gaia_conf,RA,DEC,_q_y,_r_CSC,r0,_2CXO,S_N,HRhm,HRhs,HRms,Fluxh,B_Fluxh,b_Fluxh,Fluxm,B_Fluxm,b_Fluxm,Fluxs,B_Fluxs,b_Fluxs,Fluxu,B_Fluxu,b_Fluxu,GamPL,B_GamPL,b_GamPL,NHPL,_r_XMM,ePos,_4XMM,srcML,Flux1,e_Flux1,Flux2,e_Flux2,Flux3,e_Flux3,Flux4,e_Flux4,Flux5,e_Flux5,Flux8,e_Flux8,Flux9,e_Flux9,HR1,e_HR1,HR2,e_HR2,HR3,e_HR3,HR4,e_HR4,_r_XRT,Err90,_2SXPS,Det,CR0,E_CR0,e_CR0,HR1_XRT,HR2_XRT,CR1,e_CR1,CR2,E_CR2,e_CR2,CR3,E_CR3,e_CR3,PcstS0,FPO0,E_FPO0,e_FPO0,FPU0,Gam1,E_Gam1,e_Gam1,Flag,X_pos,_RAJ2000_X,_DEJ2000_X,Flux_s,E_Flux_s,e_Flux_s,Flux_m,E_Flux_m,e_Flux_m,Flux_h,E_Flux_h,e_Flux_h,X_flux,Gamma,E_Gamma,e_Gamma,index_X,_q,conf_flag_X2O
1509,V863 Cen,182.02175,-50.66126944444444,4.448,B6IIIe,,0,1509.0,6.126517517699891e+18,0.535,182.0215309673,-50.66132229403,Gaia DR3 6126517517699891712,9.1857,0.1923,47.7706,34.574,-32.587,0.132,-11.55,0.13828976,1.426,4540.0,1.44,4.397392,0.002927,4.340251,0.003086,4.552444,0.00443,14108.4,0.99999785,B,108.944145,106.796333,110.868553,108.757874,106.604462,110.858009,-0.212193,-0.8457684743102174,0.0,182.0215309673,-50.66132229403,1509.0,,,,,,,,,,,,,,,,,,,,,,,,0.733,0.550281,J120805.2-503940,1428.5,1.92159e-14,2.16953e-15,5.13368e-14,3.10562e-15,2.11273e-14,2.05574e-15,7.29721e-15,2.14571e-15,3.04768e-16,2.37477e-15,1.0094e-13,5.81739e-15,1.05173e-13,5.41571e-15,0.540278,0.0449045,-0.419072,0.0463204,-0.772441,0.0618982,-0.967697,0.174988,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,182.02185111,-50.66130611,6.67093172505996e-14,4.035580516117233e-15,4.035580516117233e-15,1.5988624476684085e-14,1.5557338079971668e-15,1.5557338079971668e-15,4.8723708684265986e-15,2.051351669092466e-15,2.051351669092466e-15,XMM,,,,116,116.0,0.0
1510,del Cen,182.0895833333333,-50.72242777777778,2.561,B2Vne,260.0,0,1510.0,6.126469654585982e+18,0.474,182.08939329942,-50.72248107335,Gaia DR3 6126469654585981952,5.7179,0.6516,8.7755,44.044,-42.613,0.413,-11.135,0.48208413,2.75,10100.0,3.221,2.508257,0.006114,2.883904,0.026306,2.631458,0.011911,,0.99999857,O,187.458588,167.441025,212.209625,182.851196,162.146988,202.104065,0.2524459999999999,-3.480622707265437,0.0,182.08939329942,-50.72248107335,1510.0,,,,,,,,,,,,,,,,,,,,,,,,0.725,0.574102,J120821.5-504320,1090.44,1.9606e-14,2.48679e-15,5.68427e-14,3.66793e-15,1.27123e-14,1.81521e-15,1.80227e-15,1.34389e-15,5.08831e-15,6.62575e-15,9.90483e-14,8.64047e-15,9.71858e-14,5.78559e-15,0.579654,0.0472972,-0.636978,0.0465868,-0.891797,0.0725787,-0.254758,0.427744,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,182.08967306,-50.722385,7.386392817005848e-14,4.766271096425795e-15,4.766271096425795e-15,9.620358064445106e-15,1.3737065804112084e-15,1.3737065804112084e-15,4.4164112627743655e-15,4.33314481787017e-15,4.33314481787017e-15,XMM,,,,117,117.0,0.0
1537,BZ Cru,190.7094583333333,-63.058625,5.316,B0.5IVpe,400.0,0,1537.0,6.055103928246313e+18,0.239,190.70931703329,-63.05864217079,Gaia DR3 6055103928246312960,2.2826,0.0765,29.8284,13.373,-12.857,0.07,-3.677,0.074046545,0.663,549.3,1.09,5.13685,0.003006,5.317963,0.004043,4.793645,0.005707,35305.3,0.00050973,B,439.173645,424.144012,454.24054,443.522156,427.214355,460.941559,0.5243180000000001,-2.895218350123449,0.0,190.70931703329,-63.05864217079,1537.0,,,,,,,,,,,,,,,,,,,,,,,,0.537,0.199628,J124250.3-630330,1122710.0,1.22482e-13,1.24373e-15,7.54243e-13,2.68815e-15,2.44049e-12,4.84398e-15,5.29186e-12,1.16551e-14,9.1241e-12,3.39074e-14,1.67506e-11,3.66756e-14,7.30983e-12,9.74875e-15,0.777011,0.00211157,0.580896,0.00132137,-0.049731,0.00133967,-0.229107,0.0016698,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,190.70961194,-63.05857611,9.800968422465756e-13,3.4931014626388743e-15,3.4931014626388743e-15,1.8469032081289486e-12,3.665805720208837e-15,3.665805720208837e-15,9.239687821301651e-12,2.2980461425975516e-14,2.2980461425975516e-14,XMM,,,,118,118.0,0.0
1560,V850 Cen,195.32170833333333,-61.6019,13.4,B2Vne,,0,1560.0,5.86353319984307e+18,0.899,195.32119649506,-61.60184481323,Gaia DR3 5863533199843070208,0.5395,0.0141,38.3186,4.347,-4.341,0.012,-0.236,0.015209818,0.089,10.3,1.017,12.647679,0.002886,13.952112,0.004534,11.519385,0.004795,,0.9999925,O,1856.10498,1810.54553,1892.7334,1850.77478,1801.8158,1906.99597,2.432727,2.6090993201511026,0.0,195.32119649506,-61.60184481323,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,2.3,26238.0,0.0,1.42,0.00513,-0.00513,0.919,0.566,0.0136,-0.000501,0.333,0.00274,-0.00274,1.2,0.00478,-0.00478,0.0,1.174e-10,4.2397e-13,-4.2397e-13,1.74e-10,,,,XRT,XRT,195.32092,-61.60133,2.2059010496867053e-11,7.966233450005238e-14,7.966233450005238e-14,1.5816283014118968e-11,5.711779448117988e-14,5.711779448117988e-14,5.078275345781493e-11,1.8339320765837187e-13,1.8339320765837187e-13,XRT,,,,168,168.0,0.0
1563,CPD-63 2495,195.6985833333333,-63.83574166666667,10.08,B2e,,0,1563.0,5.862299960127967e+18,0.155,195.69848851536,-63.83573123377,Gaia DR3 5862299960127967488,0.4434,0.0133,33.319,7.101,-7.093,0.012,-0.342,0.014234628,0.067,4.899,0.981,9.632835,0.00278,10.15393,0.00285,8.913,0.003799,35609.8,0.99998724,O,2170.5105,2111.84595,2232.89746,2167.04053,2112.46411,2222.67432,1.2409300000000003,-1.5288794555523069,0.0,195.69848851536,-63.83573123377,1563.0,0.089,0.71,J130247.6-635008,131.146,0.14866,0.21736,0.07121,7.0824954229282e-13,7.2673985448343e-13,6.8975923010221e-13,1.8446712607459e-13,1.8943135668353e-13,1.7950289546565e-13,1.0016919680308e-13,1.0440033523632e-13,9.5938058369847e-14,1.0244067692004e-13,1.5227668190816e-13,4.9836004988126e-14,1.7948,1.8472,1.7437,33.9577,0.22,0.178446,J130247.6-635008,1801780.0,3.09203e-14,4.95789e-16,2.71769e-13,1.45129e-15,9.11057e-13,2.68468e-15,1.74385e-12,6.35951e-15,3.57256e-12,1.8867e-14,6.5108e-12,2.01977e-14,2.83142e-12,5.50627e-15,0.80506,0.00209942,0.6448,0.00118653,-0.069618,0.00124446,-0.392271,0.00142151,0.25,3.3,16098.0,0.0,0.326,0.00187,-0.00187,0.728,0.183,0.0197,-0.000471,0.124,0.00115,-0.00115,0.182,0.00141,-0.00141,0.0,1.989e-11,1.1403e-13,-1.1403e-13,2.59e-11,1.491,0.02693,-0.02693,CXO+XMM+XRT,CXO,195.6985128,-63.835708915,1.0016919680308e-13,4.2311384332399936e-15,4.231138433233001e-15,1.8446712607459e-13,4.964230608939978e-15,4.964230608940003e-15,7.0824954229282e-13,1.8490312190609948e-14,1.849031219061005e-14,CXO,1.7948,0.0524,0.05109999999999992,50,50.0,0.0
1575,V955 Cen,198.54794100157,-63.3737530754,7.97,B2IVne,,2,1575.0,5.862225193377915e+18,0.0,198.54794100157,-63.3737530754,Gaia DR3 5862225193377914368,0.8995,0.0211,42.6428,8.79,-8.16,0.017,-3.27,0.020698013,0.136,12.21,0.755,7.861507,0.003091,7.937854,0.005211,7.64825,0.005184,24604.6,0.00010975,O,1092.97717,1063.50269,1120.67175,1083.12109,1058.04468,1103.75134,0.2896039999999997,-2.255201452719364,0.0,198.54794100157,-63.3737530754,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,4.3,191415.0,0.0,0.0175,0.00467,-0.00467,-0.159,-0.118,0.0076,-0.00299,0.00537,0.00254,-0.00254,0.00407,0.00233,-0.00233,0.96,1.118e-12,2.9933e-13,-2.9933e-13,1.79e-12,,,,XRT,XRT,198.55183,-63.37326,2.1006790924028754e-13,5.6242958844314336e-14,5.6242958844314336e-14,1.5061842892728683e-13,4.032613134480627e-14,4.032613134480627e-14,4.836040513178626e-13,1.2947871406718342e-13,1.2947871406718342e-13,XRT,,,,169,169.0,2.0
1591,HD 117357,202.81454166666663,-61.732616666666665,9.14,O9.5Ve,,0,1591.0,5.868440492071967e+18,0.075,202.8145154522,-61.73263347015,Gaia DR3 5868440492071967104,0.4427,0.0161,27.5289,6.093,-5.426,0.012,-2.771,0.015572209,0.11,15.03,0.914,9.029179,0.002793,9.121632,0.003055,8.802739,0.003954,,5.297e-05,B,2210.94141,2123.18384,2297.41089,2190.20679,2100.44604,2256.81421,0.3188929999999992,-2.6012541695854683,0.0,202.8145154522,-61.73263347015,1591.0,,,,,,,,,,,,,,,,,,,,,,,,0.593,2.407432,J133115.4-614357,16.2011,5.18245e-16,3.32867e-16,3.46991e-15,7.6854e-16,1e-20,4.20181e-16,2.56591e-16,1.16602e-15,5.79757e-15,9.35304e-15,1.10305e-14,9.60198e-15,5.67316e-15,1.53971e-15,0.739566,0.142126,-1.0,0.223636,1.0,13.2896,0.884712,0.442778,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,202.81424306,-61.73253111,4.508955116427749e-15,9.986749988268808e-16,9.986749988268808e-16,1e-20,3.1798271531324853e-16,3.1798271531324853e-16,3.8803213701966035e-15,6.041092172957828e-15,6.041092172957828e-15,XMM,,,,119,119.0,1.0
1601,HD 119682,206.63570833333333,-62.92336944444444,7.908,B0Ve,200.0,0,1601.0,5.864664975280538e+18,0.094,206.63566597037,-62.92338696174,Gaia DR3 5864664975280537728,0.6055,0.0286,21.1397,5.259,-4.749,0.022,-2.261,0.023262644,0.255,69.64,0.946,8.518085,0.00638,8.513863,0.015549,8.429379,0.026808,29823.6,0.99999785,B,1597.0271,1531.73108,1677.98022,1582.36389,1514.76367,1645.34595,0.0844839999999997,-2.5026984287844662,0.0,206.63566597037,-62.92338696174,1601.0,0.244,0.71,J134632.5-625523,33.242,0.27108,0.22986,-0.04372,6.8928329384921e-13,7.1979397700691e-13,6.5659327618024e-13,1.3547567807651e-13,1.4260366914114e-13,1.2834768701188e-13,9.4917423607223e-14,1.0009651834822e-13,8.9738328866223e-14,1.8967987692245e-14,2.4726126813105e-14,1.3209848571385e-14,1.54956,1.6299,1.4717,21.7407,0.066,0.233536,J134632.5-625524,42484.4,1.81149e-14,7.26593e-16,1.04689e-13,1.60901e-15,2.55703e-13,2.58433e-15,4.57634e-13,5.74874e-15,7.86445e-13,1.69788e-14,1.57766e-12,1.83276e-14,7.37627e-13,5.18239e-15,0.737911,0.00959058,0.404723,0.00740658,-0.212558,0.00743205,-0.329525,0.0102065,2.8,3.9,194719.0,0.0,0.0626,0.0101,-0.0101,0.557,-0.221,0.00707,-0.00314,0.0303,0.00675,-0.00675,0.019,0.00539,-0.00539,0.019,2.363e-12,3.8028e-13,-3.8028e-13,5.35e-12,2.381,0.67626,-0.44741,CXO+XMM+XRT,CXO,206.635741587,-62.923328593,9.4917423607223e-14,5.179094740996999e-15,5.179094741000003e-15,1.3547567807651e-13,7.127991064630004e-15,7.127991064630004e-15,6.8928329384921e-13,3.051068315769996e-14,3.269001766897e-14,CXO,1.54956,0.08033999999999986,0.07786000000000004,51,51.0,0.0
1605,mu Cen,207.402686,-42.473011,3.456,B2Vnpe,124.0,2,1605.0,6.109087750134511e+18,0.513,207.40253105568,-42.47309628078,Gaia DR3 6109087750134510464,6.3058,0.0841,74.9449,32.056,-25.726,0.076,-19.125,0.07063851,0.558,349.9,4.202,12.38846,0.00666,11.258957,0.060971,10.922451,0.05307,,0.9999985,,158.004929,156.076599,159.589279,158.623245,156.459503,160.78006,0.3365059999999999,5.265603824591427,0.0,207.40253105568,-42.47309628078,1605.0,,,,,,,,,,,,,,,,,,,,,,,,1.533,1.204947,J134936.7-422822,5573.21,6.62796e-14,3.76328e-15,1.51592e-13,5.00388e-15,7.49001e-14,3.52522e-15,2.18449e-14,3.39893e-15,3.89662e-15,5.93378e-15,3.17747e-13,9.97663e-15,3.17272e-13,8.67703e-15,0.484293,0.025029,-0.348816,0.0251881,-0.801095,0.0292554,-0.934347,0.121023,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,207.40308111,-42.47296694,1.9698537541593743e-13,6.502263841998925e-15,6.502263841998925e-15,5.66825657876816e-14,2.6678003709748175e-15,2.6678003709748175e-15,1.649863129793596e-14,4.382908981231443e-15,4.382908981231443e-15,XMM,,,,120,120.0,1.0
1611,V767 Cen,208.4885,-47.12816388888889,5.83,B2Ve,130.0,0,1611.0,6.095347496917834e+18,0.143,208.48844872277,-47.12818283481,Gaia DR3 6095347496917833472,1.4567,0.0932,15.6326,8.782,-7.699,0.085,-4.225,0.09971425,0.585,437.0,1.559,6.110023,0.006613,6.029997,0.015185,6.160856,0.026363,19280.0,0.99999785,B,677.693542,644.307495,717.461731,679.715759,641.356018,717.120117,-0.130859,-3.12516973551068,0.0,208.48844872277,-47.12818283481,1611.0,,,,,,,,,,,,,,,,,,,,,,,,1.282,1.901747,J135357.1-470741,47712.6,1.42846e-13,5.55805e-15,4.08231e-13,8.23529e-15,6.34313e-13,1.01999e-14,1.04595e-12,2.14224e-14,1.51162e-12,5.21779e-14,3.74693e-12,5.84637e-14,2.02779e-12,2.16997e-14,0.565522,0.0148531,0.220793,0.0122157,-0.224949,0.0123515,-0.457467,0.0158125,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,208.48794111,-47.12827,5.304734866709559e-13,1.0701301469135014e-14,1.0701301469135014e-14,4.800325814315559e-13,7.719035125157025e-15,7.719035125157025e-15,1.6392351519514806e-12,3.615151060622219e-14,3.615151060622219e-14,XMM,,,,121,121.0,0.0
1631,4U 1416-62,215.30065,-62.698914,17.2,Be,,0,1631.0,5.854175187710795e+18,0.075,215.30060802582,-62.69892176003,Gaia DR3 5854175187710795136,0.0633,0.0495,1.2793,4.706,-4.343,0.027,-1.811,0.04350193,0.274,11.96,1.035,16.17779,0.002823,17.230152,0.008246,14.935932,0.005304,,0.9999955,O,7428.98535,5617.9585,10524.6807,5537.20166,4810.88867,6966.20508,2.294220000000001,2.8755044904078417,1.0,215.30060802582,-62.69892176003,1631.0,0.279,0.717,J142112.1-624156,7.404,0.6446,0.99938,0.99938,2.8906414071862e-13,3.3319675771885e-13,2.4233548742426e-13,1.747216837311e-14,2.2283345171502e-14,1.2660991574717e-14,1e-20,2.0954181805063e-15,1e-20,8.3178568088177e-14,1.3147580117163e-13,3.4881335004719e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,2.6,192409.0,0.0,1.11,0.0164,-0.0164,0.883,0.779,0.00667,-0.0013,0.116,0.00498,-0.00498,0.788,0.0125,-0.0125,0.0,1.226e-10,1.8095e-12,-1.8095e-12,1.87e-10,,,,CXO+XRT,CXO,215.300589441,-62.698998672,1e-20,2.0954081805062998e-15,1e-20,1.747216837311e-14,4.811176798392002e-15,4.811176798392999e-15,2.8906414071862e-13,4.4132617000230006e-14,4.6728653294360004e-14,CXO,,,,52,52.0,1.0
1658,CQ Cir,222.709375,-60.286202777777774,9.98,B1Ve,335.0,0,1658.0,5.878184669002395e+18,0.078,222.70935324168,-60.28622165427,Gaia DR3 5878184669002394880,0.6079,0.0166,36.6025,4.611,-3.779,0.014,-2.642,0.012766457,0.092,15.28,1.019,9.555422,0.002853,10.043425,0.003384,8.866023,0.004432,,0.9999871,O,1597.83374,1556.33545,1643.23975,1575.21802,1530.22351,1622.98083,1.177401999999999,-0.9742329376024444,0.0,222.70935324168,-60.28622165427,1658.0,,,,,,,,,,,,,,,,,,,,,,,,0.434,1.906126,J145050.2-601710,6680.35,1.81154e-14,4.2093e-15,7.30939e-14,7.36875e-15,5.61809e-13,1.74508e-14,1.76096e-12,5.14257e-14,1.86214e-12,1.29417e-13,4.30046e-12,1.40953e-13,1.88327e-12,3.94056e-14,0.658421,0.0719794,0.79277,0.0193206,0.075295,0.021177,-0.641079,0.0219071,2.58,3.6,170159.0,0.0,0.104,0.00654,-0.00654,0.742,0.229,0.00492,-0.00142,0.0372,0.00395,-0.00395,0.0595,0.00496,-0.00496,1.41e-09,5.94e-12,3.7177e-13,-3.7177e-13,9.24e-12,1.393,0.32454,-0.18803,XMM+XRT,XMM,222.70937111,-60.28634194,9.800029065678268e-14,7.358924915726587e-14,7.791271274983922e-14,4.361211932649832e-13,4.5266201513218056e-13,4.871385890516892e-13,2.0981737813515967e-12,3.2358255547600086e-12,3.1906613620474196e-12,XMM,1.3930000066757202,0.32453998923301697,0.18803000450134277,122,122.0,0.0
1690,d Lup,233.971875,-44.95838888888889,4.54,B3IVpe,,0,1690.0,6.001046782644085e+18,0.482,233.97173763292,-44.95848110148,Gaia DR3 6001046782644084736,6.846,0.1317,51.98,29.408,-20.794,0.146,-20.794,0.112897664,0.847,847.1,0.988,4.680546,0.003044,4.547656,0.008175,4.796546,0.012901,17099.8,0.99999976,B,146.018356,143.456512,148.14917,145.552216,142.639206,148.328049,-0.2488900000000002,-1.2743812723610066,1.0,233.97173763292,-44.95848110148,1690.0,,,,,,,,,,,,,,,,,,,,,,,,1.51,2.41064,J153553.1-445731,16.0582,6.99127e-16,7.56832e-16,4.56083e-15,1.41296e-15,1.63103e-19,4.14946e-16,4.96336e-15,2.50507e-15,3.47911e-15,5.38516e-15,1.65167e-14,6.29525e-15,9.97504e-15,2.64741e-15,0.597767,0.17479,-0.999934,0.154454,0.999899,0.395689,-0.660893,0.361846,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,233.97136111,-44.958805,5.926545000780186e-15,1.836062958782145e-15,1.836062958782145e-15,1.2343236561323994e-19,3.140209952100909e-16,3.140209952100909e-16,5.411071287705055e-15,3.806705107087678e-15,3.806705107087678e-15,XMM,,,,123,123.0,1.0
1709,48 Lib,239.547375,-14.279358333333334,4.943,B8IIe,390.0,0,1709.0,6.263223955904774e+18,0.352,239.5473042242,-14.27942818,Gaia DR3 6263223955904774656,7.154,0.1218,58.753,21.363,-13.843,0.136,-16.271,0.09630945,0.702,760.2,0.863,4.74231,0.004434,4.725637,0.009676,4.740682,0.012733,13352.3,0.99961907,B,138.949844,136.168488,141.400909,138.995316,136.924866,141.283661,-0.0150449999999997,-0.9886533176404626,0.0,239.5473042242,-14.27942818,1709.0,,,,,,,,,,,,,,,,,,,,,,,,0.743,0.316805,J155811.3-141645,265462.0,6.37015e-16,1.48273e-16,4.02979e-16,1.33191e-16,1.68074e-16,1.1892e-16,1.39647e-16,2.94189e-16,6.31216e-15,1.85395e-15,1.75517e-13,2.68599e-15,3.84744e-16,1.7484e-16,-0.784253,0.00204645,-0.952978,0.00261724,-0.983895,0.0106581,0.783485,0.118398,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,239.54717806,-14.27926194,5.236488046845417e-16,1.730742990198963e-16,1.730742990198963e-16,1.2719429696620964e-16,8.99957506528175e-17,8.99957506528175e-17,4.135186457460256e-15,1.20312796868212e-15,1.20312796868212e-15,XMM,,,,124,124.0,0.0
1710,del Sco,240.083375,-22.62170555555556,2.291,B0.2IVe,175.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.083375,-22.62170555555556,1710.0,,,,,,,,,,,,,,,,,,,,,,,,3.306,1.901628,J160019.7-223717,54058.3,2.14412e-13,4.18053e-15,6.16945e-13,6.27522e-15,1.32692e-13,3.16142e-15,1.26592e-14,2.07868e-15,8.40527e-16,1.7817e-15,9.80305e-13,8.75979e-15,8.16944e-13,8.59871e-15,0.570601,0.00740662,-0.662986,0.00734224,-0.928167,0.0113606,-0.939387,0.0705718,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,240.08239389,-22.62155306,8.016857250777448e-13,8.154299484917402e-15,8.154299484917402e-15,1.0041806378761908e-13,2.392485419011355e-15,2.392485419011355e-15,8.652442373091844e-15,1.7547293297088892e-15,1.7547293297088892e-15,XMM,,,,125,,
1716,HD 143700,241.011158,-47.477649,9.38,B1.5Vne,230.0,2,1716.0,5.984774216749213e+18,0.104,241.01112677473,-47.47766889228,Gaia DR3 5984774216749212672,-0.007,0.2907,-0.024,6.576,-4.818,0.356,-4.476,0.2563244,0.728,3.078,1.052,18.675821,0.006282,19.157341,0.063574,17.11601,0.031211,9972.6,0.99999917,,4703.06982,2881.41821,7087.68115,3526.91187,2492.27075,5289.12939,2.041331,5.795433869170253,0.0,241.01112677473,-47.47766889228,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,3.3,122205.0,0.0,0.00599,0.00101,-0.00101,0.824,-0.133,0.000217,-0.000217,0.00328,0.000716,-0.000716,0.00229,0.000604,-0.000604,0.494,2.356e-13,3.9687e-14,-3.9687e-14,1.31e-12,2.893,-1.0,-0.47834,XRT,XRT,241.01106,-47.47757,8.468050167481137e-14,1.6025458880302348e-13,1.5964132689008816e-13,2.6166788356874332e-14,4.1536741052648544e-14,5.6434718086810345e-14,3.048045288991179e-14,5.458297430700766e-14,6.31375605043925e-14,XRT,2.8929998874664307,1.0,0.4783399999141693,170,170.0,1.0
1790,HD 153295,255.1052083333333,-42.31674722222223,9.05,B2e,,0,1790.0,5.966213219190202e+18,0.054,255.10518862212,-42.31675095154,Gaia DR3 5966213219190201856,0.6405,0.0229,27.9394,1.885,1.181,0.03,-1.47,0.023353279,0.109,12.89,1.023,8.707157,0.00299,9.097729,0.00416,8.094566,0.005289,41440.8,0.99998933,O,1496.2207,1442.27551,1545.8429,1496.4989,1445.74377,1544.62158,1.003162999999999,-1.7772492942555864,0.0,255.10518862212,-42.31675095154,1790.0,0.098,1.049,J170025.2-421900,2.632,,,,1e-20,3.9501596780082e-13,1e-20,1e-20,1.0469645188305e-14,1e-20,1e-20,9.9959604542141e-15,1e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,3.7,116761.0,0.0,0.00272,0.000848,-0.000848,0.355,0.026,0.000437,-0.000356,0.00109,0.000473,-0.000473,0.000952,0.000563,-0.000563,0.961,1.439e-13,4.4837e-14,-4.4837e-14,1.60e-13,1.424,0.72143,-0.58526,CXO+XRT,CXO,255.105201046,-42.316776517,1.9375210532622894e-14,5.13797511520208e-14,4.594439580538906e-14,1.6735759856508243e-14,5.037111807824154e-14,5.04187331658883e-14,6.944515184086857e-14,2.3560757104254495e-13,2.4783274715313114e-13,XRT,1.4240000247955322,0.7214300036430359,0.5852599740028381,53,53.0,0.0
1812,V1075 Sco,258.8302083333333,-33.54841944444444,5.612,O8Ve,211.0,0,1812.0,5.979008205986484e+18,0.044,258.83020835381,-33.54843167272,Gaia DR3 5979008205986483712,0.9543,0.0872,10.9468,3.802,1.67,0.097,-3.415,0.07216755,0.462,226.0,0.817,5.6681,0.002917,5.634211,0.003219,5.673813,0.004983,17992.8,0.9999623,B,1030.18945,931.148254,1175.09082,1036.87476,947.711182,1120.84937,-0.0396020000000003,-4.430374490146385,0.0,258.83020835381,-33.54843167272,1812.0,,,,,,,,,,,,,,,,,,,,,,,,0.061,0.19538,J171519.2-333254,57776.4,1.35792e-13,2.59605e-15,3.93196e-13,3.88785e-15,6.85774e-14,1.71049e-15,4.49348e-15,9.3766e-16,8.44353e-16,1.51022e-15,6.02871e-13,5.48789e-15,5.65453e-13,5.76089e-15,0.569894,0.00726353,-0.719255,0.00655043,-0.951039,0.0100013,-0.923834,0.116639,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,258.83020389,-33.548415,5.109363401237858e-13,5.0520449087738954e-15,5.0520449087738954e-15,5.1897700898238536e-14,1.2944570428366786e-15,1.2944570428366786e-15,3.4212019568757165e-15,1.1393450216046192e-15,1.1393450216046192e-15,XMM,,,,126,126.0,0.0
1827,gam Ara,261.3485833333333,-56.377725,3.312,B1IIe,302.0,0,1827.0,5.922299347569529e+18,0.228,261.34855538007,-56.37778640627,Gaia DR3 5922299347569528832,3.9387,0.4422,8.9078,13.139,-3.583,0.253,-12.641,0.32319787,2.013,6391.0,2.488,3.304689,0.00357,3.302995,0.014002,3.372585,0.004337,14338.1,0.9999993,B,259.563477,232.724625,290.243622,267.377106,242.611328,297.767426,-0.0695899999999998,-3.768222915733003,0.0,261.34855538007,-56.37778640627,1827.0,,,,,,,,,,,,,,,,,,,,,,,,0.672,0.364042,J172523.7-562239,41398.4,1.06912e-13,2.73732e-15,3.53864e-13,4.36559e-15,1.52862e-13,2.8935e-15,4.06173e-14,2.58322e-15,5.15277e-15,2.94399e-15,6.59326e-13,7.2067e-15,7.38591e-13,7.54201e-15,0.613503,0.00886848,-0.41348,0.0093485,-0.815782,0.0110809,-0.91477,0.0375582,,,,,,,,,,,,,,,,,,,,,,,,,,XMM,XMM,261.34889111,-56.37776889,4.598265930008529e-13,5.672841476212876e-15,5.672841476212876e-15,1.156822270122014e-13,2.1897301085934028e-15,2.1897301085934028e-15,2.933562234905786e-14,2.5103129292565252e-15,2.5103129292565252e-15,XMM,,,,127,127.0,0.0
1829,V750 Ara,261.978375,-47.02622222222222,6.652,B2Vne,310.0,0,1829.0,5.951798797906184e+18,0.023,261.97837448878,-47.02622862424,Gaia DR3 5951798797906183936,0.9867,0.0518,19.0437,1.877,-0.938,0.053,-1.625,0.03833233,0.283,68.13,0.735,6.563528,0.003247,6.588638,0.005779,6.436725,0.006491,35460.9,0.99971324,B,987.961792,937.627075,1058.42053,971.960754,923.233398,1018.36542,0.1519130000000004,-3.385062745992665,1.0,261.97837448878,-47.02622862424,1829.0,,,,,,,,,,,,,,,,,,,,,,,,0.459,0.366124,J172754.7-470133,32939.1,1.90322e-14,1.35275e-15,1.19831e-13,3.18019e-15,4.10235e-13,5.88932e-15,9.18847e-13,1.48965e-14,2.47387e-12,6.78907e-14,3.97492e-12,6.99592e-14,1.22689e-12,1.21041e-14,0.717318,0.0164374,0.5094,0.0105435,-0.127284,0.0105113,-0.216804,0.0151136,0.57,1.6,86038.0,0.0,0.0761,0.00305,-0.00305,-0.118,0.213,0.0198,-0.00141,0.0164,0.0013,-0.0013,0.0267,0.00168,-0.00168,0.000165,3.473e-12,1.3936e-13,-1.3936e-13,3.48e-12,,,,XMM+XRT,XMM,261.97832889,-47.026105,1.5571372184196526e-13,4.1324800849913585e-15,4.1324800849913585e-15,3.1045582550503353e-13,4.45689349339599e-15,4.45689349339599e-15,2.174509775694652e-12,4.454865783827221e-14,4.454865783827221e-14,XMM,,,,128,128.0,1.0
